ticketnumber,leg1flightnum,leg1uniquecarrier,leg1origin,leg1dest,leg1month,leg1dayofmonth,leg1dayofweek,leg1deptime,leg1arrtime,leg2flightnum,leg2uniquecarrier,leg2origin,leg2dest,leg2month,leg2dayofmonth,leg2dayofweek,leg2deptime,leg2arrtime
1372072401727,3640,MQ,GSP,DFW,3,31,4,655,832,3541,MQ,DFW,BTR,3,31,4,1505,1629
2413846300112,3466,MQ,XNA,DFW,3,31,4,819,928,3541,MQ,DFW,BTR,3,31,4,1505,1629
2385248643740,3760,MQ,HOU,DFW,3,31,4,852,959,3541,MQ,DFW,BTR,3,31,4,1505,1629
8893714511641,3630,MQ,IAH,DFW,3,31,4,905,1012,3541,MQ,DFW,BTR,3,31,4,1505,1629
7842874194907,3556,MQ,LIT,DFW,3,31,4,1241,1402,3541,MQ,DFW,BTR,3,31,4,1505,1629
4880892749203,3684,MQ,GRK,DFW,3,31,4,639,726,3541,MQ,DFW,BTR,3,31,4,1505,1629
4657393214499,3536,MQ,LIT,DFW,3,31,4,728,847,3541,MQ,DFW,BTR,3,31,4,1505,1629
1828420090390,3534,MQ,LIT,DFW,3,31,4,830,942,3541,MQ,DFW,BTR,3,31,4,1505,1629
7005192198762,3652,MQ,LBB,DFW,3,31,4,1015,1115,3541,MQ,DFW,BTR,3,31,4,1505,1629
3040091516598,3492,MQ,SHV,DFW,3,31,4,1114,1214,3541,MQ,DFW,BTR,3,31,4,1505,1629
4726541075445,3372,MQ,CID,DFW,3,31,4,1223,1426,3541,MQ,DFW,BTR,3,31,4,1505,1629
9357948190910,3516,MQ,OKC,DFW,3,31,4,1308,1400,3541,MQ,DFW,BTR,3,31,4,1505,1629
1863127975439,3598,MQ,CMH,DFW,3,31,4,600,802,3541,MQ,DFW,BTR,3,31,4,1505,1629
3481195801177,3624,MQ,ABI,DFW,3,31,4,703,744,3541,MQ,DFW,BTR,3,31,4,1505,1629
5443316538153,3520,MQ,LBB,DFW,3,31,4,705,806,3541,MQ,DFW,BTR,3,31,4,1505,1629
8630396416687,3370,MQ,CVG,DFW,3,31,4,812,1007,3541,MQ,DFW,BTR,3,31,4,1505,1629
6371569804653,3240,MQ,CLL,DFW,3,31,4,1024,1123,3541,MQ,DFW,BTR,3,31,4,1505,1629
4540379926396,3474,MQ,PNS,DFW,3,31,4,1057,1256,3541,MQ,DFW,BTR,3,31,4,1505,1629
7741927994948,3572,MQ,LBB,DFW,3,31,4,1234,1336,3541,MQ,DFW,BTR,3,31,4,1505,1629
3832761143106,3810,MQ,CLT,DFW,3,31,4,1245,1448,3541,MQ,DFW,BTR,3,31,4,1505,1629
2299945365511,3716,MQ,LBB,DFW,3,31,4,541,635,3541,MQ,DFW,BTR,3,31,4,1505,1629
6533202024023,4316,EV,MOB,DFW,9,26,7,645,815,4224,EV,DFW,BTR,9,26,7,1134,1251
5374831190250,4654,EV,TYS,DFW,9,26,7,700,750,4224,EV,DFW,BTR,9,26,7,1134,1251
2403027347336,4583,EV,LIT,DFW,9,26,7,730,827,4224,EV,DFW,BTR,9,26,7,1134,1251
6117649643738,4505,EV,MCI,DFW,9,26,7,915,1051,4224,EV,DFW,BTR,9,26,7,1134,1251
3087326693663,4385,EV,GTR,DFW,9,26,7,645,810,4224,EV,DFW,BTR,9,26,7,1134,1251
1619616832855,4266,EV,CAE,DFW,9,26,7,858,1023,4224,EV,DFW,BTR,9,26,7,1134,1251
4996775853591,4686,EV,PHX,DFW,9,26,7,615,1039,4224,EV,DFW,BTR,9,26,7,1134,1251
9448511773917,4345,EV,CRP,DFW,9,26,7,620,726,4224,EV,DFW,BTR,9,26,7,1134,1251
2853709365900,4141,EV,BNA,DFW,9,26,7,645,845,4224,EV,DFW,BTR,9,26,7,1134,1251
6804964711435,4471,EV,SHV,DFW,9,26,7,723,827,4224,EV,DFW,BTR,9,26,7,1134,1251
7154545143920,4414,EV,MEM,DFW,9,26,7,920,1100,4224,EV,DFW,BTR,9,26,7,1134,1251
8698957895372,4219,EV,OKC,DFW,9,26,7,550,632,4224,EV,DFW,BTR,9,26,7,1134,1251
1335008510275,4453,EV,CAE,DFW,9,26,7,700,822,4224,EV,DFW,BTR,9,26,7,1134,1251
4920909153126,4707,EV,XNA,DFW,9,26,7,725,836,4224,EV,DFW,BTR,9,26,7,1134,1251
1770693479687,4232,EV,JAN,DFW,9,26,7,920,1042,4224,EV,DFW,BTR,9,26,7,1134,1251
1799590171584,4709,EV,LFT,DFW,9,26,7,655,807,4224,EV,DFW,BTR,9,26,7,1134,1251
7752290555533,4447,EV,AUS,DFW,9,26,7,923,1035,4224,EV,DFW,BTR,9,26,7,1134,1251
1719286959712,4387,EV,MSP,DFW,9,26,7,555,820,4224,EV,DFW,BTR,9,26,7,1134,1251
6230137617264,4615,EV,VPS,DFW,9,26,7,630,817,4224,EV,DFW,BTR,9,26,7,1134,1251
9279424080351,4220,EV,AMA,DFW,9,26,7,539,630,4224,EV,DFW,BTR,9,26,7,1134,1251
2886711373332,4322,EV,ICT,DFW,9,26,7,552,658,4224,EV,DFW,BTR,9,26,7,1134,1251
5573082774800,4433,EV,MSY,DFW,9,26,7,924,1045,4224,EV,DFW,BTR,9,26,7,1134,1251
3122742887021,4312,EV,LIT,DFW,9,26,7,525,627,4224,EV,DFW,BTR,9,26,7,1134,1251
2004868396254,4273,EV,AEX,DFW,9,26,7,545,642,4224,EV,DFW,BTR,9,26,7,1134,1251
2904042422450,4509,EV,ONT,DFW,9,26,7,600,1050,4224,EV,DFW,BTR,9,26,7,1134,1251
8170686030372,4652,EV,GPT,DFW,9,26,7,700,834,4224,EV,DFW,BTR,9,26,7,1134,1251
9877433637818,4715,EV,MLU,DFW,9,26,7,639,741,4224,EV,DFW,BTR,9,26,7,1134,1251
4417267865241,4213,EV,GSO,DFW,9,26,7,640,809,4224,EV,DFW,BTR,9,26,7,1134,1251
4629975669848,4495,EV,HSV,DFW,9,26,7,644,847,4224,EV,DFW,BTR,9,26,7,1134,1251
4872797065329,4428,EV,SAT,DFW,9,26,7,945,1046,4224,EV,DFW,BTR,9,26,7,1134,1251
9368161322341,4261,EV,DEN,DFW,9,26,7,545,823,4224,EV,DFW,BTR,9,26,7,1134,1251
7771235058865,4468,EV,AUS,DFW,9,26,7,610,705,4224,EV,DFW,BTR,9,26,7,1134,1251
9593105092512,4479,EV,CHS,DFW,9,26,7,645,814,4224,EV,DFW,BTR,9,26,7,1134,1251
2033695945110,4237,EV,TLH,DFW,9,26,7,705,813,4224,EV,DFW,BTR,9,26,7,1134,1251
2753937199872,4726,EV,MSY,DFW,9,26,7,850,1021,4224,EV,DFW,BTR,9,26,7,1134,1251
1599953982589,4221,EV,IAH,DFW,9,26,7,923,1030,4224,EV,DFW,BTR,9,26,7,1134,1251
2945879209658,4739,EV,LEX,DFW,9,26,7,730,842,4224,EV,DFW,BTR,9,26,7,1134,1251
5229191375778,4695,EV,BPT,DFW,9,26,7,545,635,4224,EV,DFW,BTR,9,26,7,1134,1251
5302984745343,4456,EV,LBB,DFW,9,26,7,558,654,4224,EV,DFW,BTR,9,26,7,1134,1251
4524260372935,4501,EV,MSY,DFW,9,26,7,705,838,4224,EV,DFW,BTR,9,26,7,1134,1251
5778336955473,4420,EV,ELP,DFW,9,26,7,759,1029,4224,EV,DFW,BTR,9,26,7,1134,1251
8140879298060,4452,EV,SAT,DFW,9,26,7,530,620,4224,EV,DFW,BTR,9,26,7,1134,1251
4605577894754,4475,EV,JAN,DFW,9,26,7,700,818,4224,EV,DFW,BTR,9,26,7,1134,1251
3135158271515,4149,EV,SHV,DFW,9,26,7,555,646,4224,EV,DFW,BTR,9,26,7,1134,1251
5355063178228,4565,EV,MGM,DFW,9,26,7,615,758,4224,EV,DFW,BTR,9,26,7,1134,1251
6820285105273,4205,EV,DCA,DFW,9,26,7,620,825,4224,EV,DFW,BTR,9,26,7,1134,1251
9512427464583,4711,EV,SAV,DFW,9,26,7,705,828,4224,EV,DFW,BTR,9,26,7,1134,1251
3347826517472,4157,EV,HOU,DFW,9,26,7,650,749,4224,EV,DFW,BTR,9,26,7,1134,1251
4099203166874,4344,EV,SDF,DFW,1,7,3,540,654,4610,EV,DFW,BTR,1,7,3,1531,1648
3752648888710,4471,EV,SHV,DFW,1,7,3,725,820,4610,EV,DFW,BTR,1,7,3,1531,1648
8456653878362,4928,EV,LBB,DFW,1,7,3,920,1021,4610,EV,DFW,BTR,1,7,3,1531,1648
2349132850598,4797,EV,BHM,DFW,1,7,3,1120,1305,4610,EV,DFW,BTR,1,7,3,1531,1648
5829664203786,4452,EV,SAT,DFW,1,7,3,535,624,4610,EV,DFW,BTR,1,7,3,1531,1648
9447405251654,4711,EV,SAV,DFW,1,7,3,645,834,4610,EV,DFW,BTR,1,7,3,1531,1648
3083013684075,4789,EV,XNA,DFW,1,7,3,1106,1222,4610,EV,DFW,BTR,1,7,3,1531,1648
5484631676749,4927,EV,MSY,DFW,1,7,3,1325,1457,4610,EV,DFW,BTR,1,7,3,1531,1648
5717709548672,4803,EV,OAK,DFW,1,7,3,640,1145,4610,EV,DFW,BTR,1,7,3,1531,1648
9534144958478,4479,EV,CHS,DFW,1,7,3,644,835,4610,EV,DFW,BTR,1,7,3,1531,1648
7318112237444,4583,EV,LIT,DFW,1,7,3,730,841,4610,EV,DFW,BTR,1,7,3,1531,1648
5599417732332,4198,EV,SAT,DFW,1,7,3,1117,1210,4610,EV,DFW,BTR,1,7,3,1531,1648
8666985744284,4400,EV,HSV,DFW,1,7,3,1215,1410,4610,EV,DFW,BTR,1,7,3,1531,1648
9205691797286,4511,EV,CHS,DFW,1,7,3,1225,1409,4610,EV,DFW,BTR,1,7,3,1531,1648
7614298479192,4817,EV,GTR,DFW,1,7,3,645,814,4610,EV,DFW,BTR,1,7,3,1531,1648
1348955553597,4707,EV,TYS,DFW,1,7,3,955,1113,4610,EV,DFW,BTR,1,7,3,1531,1648
9336660879704,4809,EV,ELP,DFW,1,7,3,1150,1435,4610,EV,DFW,BTR,1,7,3,1531,1648
7657219456087,4312,EV,LIT,DFW,1,7,3,545,701,4610,EV,DFW,BTR,1,7,3,1531,1648
2643334709109,4149,EV,SHV,DFW,1,7,3,558,700,4610,EV,DFW,BTR,1,7,3,1531,1648
6942172799722,4726,EV,MSY,DFW,1,7,3,850,1015,4610,EV,DFW,BTR,1,7,3,1531,1648
1376301164682,4234,EV,ICT,DFW,1,7,3,1320,1430,4610,EV,DFW,BTR,1,7,3,1531,1648
8477630002622,4766,EV,RDU,DFW,1,7,3,640,849,4610,EV,DFW,BTR,1,7,3,1531,1648
6870453707716,4195,EV,DCA,DFW,1,7,3,1215,1430,4610,EV,DFW,BTR,1,7,3,1531,1648
7558628814351,4456,EV,LBB,DFW,1,7,3,555,654,4610,EV,DFW,BTR,1,7,3,1531,1648
8067853946690,4453,EV,CAE,DFW,1,7,3,645,837,4610,EV,DFW,BTR,1,7,3,1531,1648
4423362925603,4896,EV,SAT,DFW,1,7,3,700,814,4610,EV,DFW,BTR,1,7,3,1531,1648
5538370810205,4373,EV,SAT,DFW,1,7,3,1340,1437,4610,EV,DFW,BTR,1,7,3,1531,1648
4516633605904,4739,EV,LEX,DFW,1,7,3,720,830,4610,EV,DFW,BTR,1,7,3,1531,1648
1474617670228,4826,EV,AUS,DFW,1,7,3,730,823,4610,EV,DFW,BTR,1,7,3,1531,1648
6645441906575,4232,EV,JAN,DFW,1,7,3,930,1055,4610,EV,DFW,BTR,1,7,3,1531,1648
4189775086825,4192,EV,SAT,DFW,1,7,3,1050,1150,4610,EV,DFW,BTR,1,7,3,1531,1648
5493154122448,4330,EV,MSY,DFW,1,7,3,1105,1235,4610,EV,DFW,BTR,1,7,3,1531,1648
6823815759608,4223,EV,AUS,DFW,1,7,3,1335,1438,4610,EV,DFW,BTR,1,7,3,1531,1648
5914516119308,4273,EV,AEX,DFW,1,7,3,555,653,4610,EV,DFW,BTR,1,7,3,1531,1648
8400232563615,4228,EV,MCI,DFW,1,7,3,654,831,4610,EV,DFW,BTR,1,7,3,1531,1648
7709189192613,4734,EV,RDU,DFW,1,7,3,1220,1422,4610,EV,DFW,BTR,1,7,3,1531,1648
2087236784781,4414,EV,MEM,DFW,1,7,3,927,1058,4610,EV,DFW,BTR,1,7,3,1531,1648
3362611426098,4495,EV,HSV,DFW,1,7,3,645,854,4610,EV,DFW,BTR,1,7,3,1531,1648
3325720401057,4428,EV,SAT,DFW,1,7,3,940,1040,4610,EV,DFW,BTR,1,7,3,1531,1648
2662699857544,4127,EV,SHV,DFW,1,7,3,1110,1210,4610,EV,DFW,BTR,1,7,3,1531,1648
6240033350786,4772,EV,MOB,DFW,1,7,3,1025,1201,4610,EV,DFW,BTR,1,7,3,1531,1648
6289826469432,4448,EV,MEM,DFW,1,7,3,1100,1226,4610,EV,DFW,BTR,1,7,3,1531,1648
4656858948753,4954,EV,ORD,DFW,1,7,3,1200,1418,4610,EV,DFW,BTR,1,7,3,1531,1648
4159582408172,4748,EV,SAV,DFW,1,7,3,1240,1420,4610,EV,DFW,BTR,1,7,3,1531,1648
7915611113933,4266,EV,CAE,DFW,1,7,3,849,1020,4610,EV,DFW,BTR,1,7,3,1531,1648
4002604397699,4221,EV,AUS,DFW,1,7,3,935,1029,4610,EV,DFW,BTR,1,7,3,1531,1648
4837537390001,4854,EV,CRP,DFW,1,7,3,1105,1222,4610,EV,DFW,BTR,1,7,3,1531,1648
4839353786989,4299,EV,JAN,DFW,1,7,3,1305,1430,4610,EV,DFW,BTR,1,7,3,1531,1648
8023507187734,4715,EV,MLU,DFW,1,7,3,657,815,4610,EV,DFW,BTR,1,7,3,1531,1648
1679731660600,4811,EV,HOU,DFW,1,7,3,930,1035,4610,EV,DFW,BTR,1,7,3,1531,1648
3171250701773,4151,EV,HOU,DFW,1,7,3,1110,1218,4610,EV,DFW,BTR,1,7,3,1531,1648
9005065115101,4829,EV,AUS,DFW,1,7,3,1115,1223,4610,EV,DFW,BTR,1,7,3,1531,1648
8690551794160,4796,EV,PNS,DFW,1,7,3,1250,1435,4610,EV,DFW,BTR,1,7,3,1531,1648
1347277857532,4565,EV,MGM,DFW,1,7,3,615,805,4610,EV,DFW,BTR,1,7,3,1531,1648
5704088168070,4475,EV,JAN,DFW,1,7,3,700,820,4610,EV,DFW,BTR,1,7,3,1531,1648
9124250317929,4429,EV,LBB,DFW,1,7,3,1113,1226,4610,EV,DFW,BTR,1,7,3,1531,1648
9956793861058,4157,EV,HOU,DFW,1,7,3,700,751,4610,EV,DFW,BTR,1,7,3,1531,1648
9295432754972,4186,EV,ONT,DFW,1,7,3,730,1220,4610,EV,DFW,BTR,1,7,3,1531,1648
3872279038159,4757,EV,ATL,DFW,1,7,3,1030,1210,4610,EV,DFW,BTR,1,7,3,1531,1648
9869455000607,4650,EV,MLU,DFW,1,7,3,1339,1448,4610,EV,DFW,BTR,1,7,3,1531,1648
6117733792431,4782,EV,AMA,DFW,1,7,3,535,629,4610,EV,DFW,BTR,1,7,3,1531,1648
7577483751191,4922,EV,MSY,DFW,1,7,3,927,1058,4610,EV,DFW,BTR,1,7,3,1531,1648
9834485406521,4783,EV,AMA,DFW,1,7,3,1105,1208,4610,EV,DFW,BTR,1,7,3,1531,1648
5901958265730,4458,EV,CAE,DFW,1,7,3,1230,1403,4610,EV,DFW,BTR,1,7,3,1531,1648
5453374647145,4777,EV,ORD,DFW,1,7,3,625,841,4610,EV,DFW,BTR,1,7,3,1531,1648
2482917485751,4914,EV,MSY,DFW,1,7,3,700,827,4610,EV,DFW,BTR,1,7,3,1531,1648
1174661969363,4720,EV,ORD,DFW,1,7,3,1030,1246,4610,EV,DFW,BTR,1,7,3,1531,1648
5548480412384,4902,EV,CRP,DFW,1,7,3,525,644,4610,EV,DFW,BTR,1,7,3,1531,1648
8100216879027,4615,EV,VPS,DFW,1,7,3,640,902,4610,EV,DFW,BTR,1,7,3,1531,1648
8406138948956,4553,EV,DTW,DFW,1,7,3,645,849,4610,EV,DFW,BTR,1,7,3,1531,1648
6038036615025,4930,EV,SNA,DFW,1,7,3,645,1151,4610,EV,DFW,BTR,1,7,3,1531,1648
6522408307798,4392,EV,JAX,DFW,1,7,3,713,907,4610,EV,DFW,BTR,1,7,3,1531,1648
4782400985814,4384,EV,MGM,DFW,1,7,3,1230,1425,4610,EV,DFW,BTR,1,7,3,1531,1648
3561816472669,4205,EV,DCA,DFW,1,7,3,620,840,4610,EV,DFW,BTR,1,7,3,1531,1648
3972835796500,4498,EV,BNA,DFW,1,7,3,1209,1411,4610,EV,DFW,BTR,1,7,3,1531,1648
9676136319980,4154,EV,AEX,DFW,1,7,3,1330,1440,4610,EV,DFW,BTR,1,7,3,1531,1648
4022709003904,4316,EV,MOB,DFW,1,7,3,700,854,4610,EV,DFW,BTR,1,7,3,1531,1648
6749601614169,4175,EV,XNA,DFW,1,7,3,715,836,4610,EV,DFW,BTR,1,7,3,1531,1648
5571556396055,4514,EV,MCI,DFW,1,7,3,920,1100,4610,EV,DFW,BTR,1,7,3,1531,1648
9106192363893,4708,EV,GSP,ATL,9,10,5,1250,1345,4242,EV,ATL,BTR,9,10,5,2105,2128
8414210418960,4639,EV,ILM,ATL,9,10,5,600,720,4242,EV,ATL,BTR,9,10,5,2105,2128
9622700002436,4147,EV,PHF,ATL,9,10,5,1014,1157,4242,EV,ATL,BTR,9,10,5,2105,2128
