ticketnumber,leg1flightnum,leg1uniquecarrier,leg1origin,leg1dest,leg1month,leg1dayofmonth,leg1dayofweek,leg1deptime,leg1arrtime,leg2flightnum,leg2uniquecarrier,leg2origin,leg2dest,leg2month,leg2dayofmonth,leg2dayofweek,leg2deptime,leg2arrtime
2729806991706,938,NW,ORD,MEM,10,10,2,622,756,175,NW,MEM,BTR,10,10,2,2115,2221
2557747242471,1803,NW,SDF,MEM,10,10,2,744,749,175,NW,MEM,BTR,10,10,2,2115,2221
2483059305373,823,NW,ATL,MEM,10,10,2,1257,1308,175,NW,MEM,BTR,10,10,2,2115,2221
8839895304938,943,NW,MIA,MEM,10,10,2,1419,1538,175,NW,MEM,BTR,10,10,2,2115,2221
3708560023418,945,NW,MIA,MEM,10,10,2,1554,1722,175,NW,MEM,BTR,10,10,2,2115,2221
8586264521733,1562,NW,OKC,MEM,10,10,2,1726,1842,175,NW,MEM,BTR,10,10,2,2115,2221
6232171339154,1084,NW,HOU,MEM,10,10,2,1746,1908,175,NW,MEM,BTR,10,10,2,2115,2221
5092936998338,864,NW,MSY,MEM,10,10,2,1838,1951,175,NW,MEM,BTR,10,10,2,2115,2221
5323745957163,1031,NW,BNA,MEM,10,10,2,1839,1937,175,NW,MEM,BTR,10,10,2,2115,2221
8708744437061,454,NW,GPT,MEM,10,10,2,1839,1949,175,NW,MEM,BTR,10,10,2,2115,2221
6092662666015,1568,NW,OKC,MEM,10,10,2,1843,2006,175,NW,MEM,BTR,10,10,2,2115,2221
8975739855072,1818,NW,MCI,MEM,10,10,2,1849,2007,175,NW,MEM,BTR,10,10,2,2115,2221
8520079706463,1876,NW,VPS,MEM,10,10,2,602,746,175,NW,MEM,BTR,10,10,2,2115,2221
4456845826934,938,NW,ICT,MEM,10,10,2,628,734,175,NW,MEM,BTR,10,10,2,2115,2221
1876967940658,1194,NW,DTW,MEM,10,10,2,645,732,175,NW,MEM,BTR,10,10,2,2115,2221
9832009671497,954,NW,BNA,MEM,10,10,2,645,739,175,NW,MEM,BTR,10,10,2,2115,2221
3873833838702,951,NW,MKE,MEM,10,10,2,653,824,175,NW,MEM,BTR,10,10,2,2115,2221
1558495668240,451,NW,MSP,MEM,10,10,2,943,1131,175,NW,MEM,BTR,10,10,2,2115,2221
6296631692857,955,NW,MCO,MEM,10,10,2,1045,1144,175,NW,MEM,BTR,10,10,2,2115,2221
4504674123661,931,NW,ORD,MEM,10,10,2,1056,1243,175,NW,MEM,BTR,10,10,2,2115,2221
8063765360065,1161,NW,BNA,MEM,10,10,2,1150,1248,175,NW,MEM,BTR,10,10,2,2115,2221
8842644800698,840,NW,SEA,MEM,10,10,2,1259,1853,175,NW,MEM,BTR,10,10,2,2115,2221
5579135808102,794,NW,AUS,MEM,10,10,2,1802,1933,175,NW,MEM,BTR,10,10,2,2115,2221
5069461431782,834,NW,DFW,MEM,10,10,2,625,747,175,NW,MEM,BTR,10,10,2,2115,2221
6638196821518,957,NW,MCO,MEM,10,10,2,627,734,175,NW,MEM,BTR,10,10,2,2115,2221
5293546410434,554,NW,LAX,MEM,10,10,2,955,1514,175,NW,MEM,BTR,10,10,2,2115,2221
7455780572038,26,NW,LAX,MEM,10,10,2,1318,1852,175,NW,MEM,BTR,10,10,2,2115,2221
1540514558322,935,NW,ORD,MEM,10,10,2,1650,1845,175,NW,MEM,BTR,10,10,2,2115,2221
3919458842776,49,NW,BOS,MEM,10,10,2,1657,1903,175,NW,MEM,BTR,10,10,2,2115,2221
5941680946895,1166,NW,SAT,MEM,10,10,2,1718,1853,175,NW,MEM,BTR,10,10,2,2115,2221
4362691364591,959,NW,MCO,MEM,10,10,2,1751,1846,175,NW,MEM,BTR,10,10,2,2115,2221
3104082304883,1030,NW,MCI,MEM,10,10,2,1757,1915,175,NW,MEM,BTR,10,10,2,2115,2221
8013625095182,883,NW,TPA,MEM,10,10,2,1815,1913,175,NW,MEM,BTR,10,10,2,2115,2221
1141291530609,301,NW,IND,MEM,10,10,2,1852,2004,175,NW,MEM,BTR,10,10,2,2115,2221
5295971112371,287,NW,DTW,MEM,10,10,2,1928,2040,175,NW,MEM,BTR,10,10,2,2115,2221
2660290848876,879,NW,TPA,MEM,10,10,2,655,749,175,NW,MEM,BTR,10,10,2,2115,2221
5186879711166,819,NW,ATL,MEM,10,10,2,657,705,175,NW,MEM,BTR,10,10,2,2115,2221
2369567976363,806,NW,ATL,MEM,10,10,2,730,741,175,NW,MEM,BTR,10,10,2,2115,2221
1194323379487,260,NW,SFO,MEM,10,10,2,950,1538,175,NW,MEM,BTR,10,10,2,2115,2221
9843622279370,950,NW,OKC,MEM,10,10,2,1040,1151,175,NW,MEM,BTR,10,10,2,2115,2221
3329927950196,1568,NW,OKC,MEM,10,10,2,1133,1251,175,NW,MEM,BTR,10,10,2,2115,2221
3212032429457,1161,NW,MCI,MEM,10,10,2,1153,1302,175,NW,MEM,BTR,10,10,2,2115,2221
8210306241059,662,NW,AUS,MEM,10,10,2,1353,1520,175,NW,MEM,BTR,10,10,2,2115,2221
3916685961495,1600,NW,MSY,MEM,10,10,2,1434,1541,175,NW,MEM,BTR,10,10,2,2115,2221
4414147317642,285,NW,DTW,MEM,10,10,2,1512,1651,175,NW,MEM,BTR,10,10,2,2115,2221
1117075100441,793,NW,EWR,MEM,10,10,2,1740,1940,175,NW,MEM,BTR,10,10,2,2115,2221
7441455601468,859,NW,DCA,MEM,10,10,2,1856,2012,175,NW,MEM,BTR,10,10,2,2115,2221
5544715132308,1420,NW,GPT,MEM,10,10,2,620,721,175,NW,MEM,BTR,10,10,2,2115,2221
2969916188181,946,NW,LGA,MEM,10,10,2,632,818,175,NW,MEM,BTR,10,10,2,2115,2221
8254335753891,803,NW,PHL,MEM,10,10,2,633,800,175,NW,MEM,BTR,10,10,2,2115,2221
1958133709443,956,NW,LAX,MEM,10,10,2,702,1236,175,NW,MEM,BTR,10,10,2,2115,2221
6571069298149,820,NW,VPS,MEM,10,10,2,1037,1159,175,NW,MEM,BTR,10,10,2,2115,2221
1688738540633,1032,NW,MCI,MEM,10,10,2,1041,1201,175,NW,MEM,BTR,10,10,2,2115,2221
8396685855469,880,NW,MSY,MEM,10,10,2,1117,1253,175,NW,MEM,BTR,10,10,2,2115,2221
4508370945054,858,NW,SAT,MEM,10,10,2,1338,1512,175,NW,MEM,BTR,10,10,2,2115,2221
7304646965744,800,NW,DEN,MEM,10,10,2,1657,1954,175,NW,MEM,BTR,10,10,2,2115,2221
4044181132990,293,NW,DTW,MEM,10,10,2,1704,1757,175,NW,MEM,BTR,10,10,2,2115,2221
2275085012362,790,NW,AUS,MEM,10,10,2,1710,1834,175,NW,MEM,BTR,10,10,2,2115,2221
9878914683205,972,NW,STL,MEM,10,10,2,1747,1854,175,NW,MEM,BTR,10,10,2,2115,2221
7054070671453,1599,NW,LGA,MEM,10,10,2,1804,1940,175,NW,MEM,BTR,10,10,2,2115,2221
5120047801910,1091,NW,BHM,MEM,10,10,2,1846,1943,175,NW,MEM,BTR,10,10,2,2115,2221
4107322656905,1882,NW,MSP,MEM,10,10,2,1909,2049,175,NW,MEM,BTR,10,10,2,2115,2221
5657339485917,854,NW,MSY,MEM,10,10,2,657,804,175,NW,MEM,BTR,10,10,2,2115,2221
4589692024501,863,NW,LIT,MEM,10,10,2,1058,1139,175,NW,MEM,BTR,10,10,2,2115,2221
4516503978101,1162,NW,MCI,MEM,10,10,2,1105,1228,175,NW,MEM,BTR,10,10,2,2115,2221
4753389202174,444,NW,MSP,MEM,10,10,2,1512,1714,175,NW,MEM,BTR,10,10,2,2115,2221
2961236133600,1253,NW,EWR,MEM,10,10,2,1647,1843,175,NW,MEM,BTR,10,10,2,2115,2221
1993969131355,864,NW,MSY,MEM,10,10,2,1741,1845,175,NW,MEM,BTR,10,10,2,2115,2221
9276046610687,976,NW,STL,MEM,10,10,2,631,731,175,NW,MEM,BTR,10,10,2,2115,2221
4424178059406,1255,NW,EWR,MEM,10,10,2,639,820,175,NW,MEM,BTR,10,10,2,2115,2221
4577250758061,27,NW,DCA,MEM,10,10,2,657,816,175,NW,MEM,BTR,10,10,2,2115,2221
5751404005848,253,NW,DTW,MEM,10,10,2,853,936,175,NW,MEM,BTR,10,10,2,2115,2221
4675726457221,842,NW,MSP,MEM,10,10,2,1022,1225,175,NW,MEM,BTR,10,10,2,2115,2221
8955296196826,457,NW,MSP,MEM,10,10,2,1120,1318,175,NW,MEM,BTR,10,10,2,2115,2221
2996132484125,577,NW,BOS,MEM,10,10,2,1359,1556,175,NW,MEM,BTR,10,10,2,2115,2221
2930955643573,797,NW,EWR,MEM,10,10,2,1409,1545,175,NW,MEM,BTR,10,10,2,2115,2221
8692102482955,1289,NW,VPS,MEM,10,10,2,1425,1545,175,NW,MEM,BTR,10,10,2,2115,2221
9465043474892,552,NW,LAX,MEM,10,10,2,156,720,175,NW,MEM,BTR,10,10,2,2115,2221
8373361592812,174,NW,OMA,MEM,10,10,2,610,742,175,NW,MEM,BTR,10,10,2,2115,2221
9037807322576,822,NW,AUS,MEM,10,10,2,628,753,175,NW,MEM,BTR,10,10,2,2115,2221
5294362938478,834,NW,DFW,MEM,10,10,2,647,801,175,NW,MEM,BTR,10,10,2,2115,2221
7967363692754,48,NW,SFO,MEM,10,10,2,655,1251,175,NW,MEM,BTR,10,10,2,2115,2221
4266106606517,1292,NW,IND,MEM,10,10,2,1006,1118,175,NW,MEM,BTR,10,10,2,2115,2221
4224212243489,259,NW,LGA,MEM,10,10,2,1128,1318,175,NW,MEM,BTR,10,10,2,2115,2221
8014453349845,980,NW,SEA,MEM,10,10,2,1237,1847,175,NW,MEM,BTR,10,10,2,2115,2221
4540081556869,180,NW,LAX,MEM,10,10,2,1247,1838,175,NW,MEM,BTR,10,10,2,2115,2221
8207326063330,1034,NW,MCI,MEM,10,10,2,1458,1610,175,NW,MEM,BTR,10,10,2,2115,2221
7161989031939,261,NW,LGA,MEM,10,10,2,1458,1625,175,NW,MEM,BTR,10,10,2,2115,2221
5147563435400,1256,NW,SGF,MEM,10,10,2,1618,1721,175,NW,MEM,BTR,10,10,2,2115,2221
4956032615752,631,NW,LGA,MEM,10,10,2,1620,1814,175,NW,MEM,BTR,10,10,2,2115,2221
8110127460124,825,NW,ATL,MEM,10,10,2,1757,1809,175,NW,MEM,BTR,10,10,2,2115,2221
9880974663805,175,NW,CLT,MEM,10,10,2,1919,1956,175,NW,MEM,BTR,10,10,2,2115,2221
1451951070860,797,NW,EWR,MEM,10,10,2,623,808,175,NW,MEM,BTR,10,10,2,2115,2221
7936426976379,970,NW,STL,MEM,10,10,2,639,758,175,NW,MEM,BTR,10,10,2,2115,2221
9705562490520,936,NW,BHM,MEM,10,10,2,647,751,175,NW,MEM,BTR,10,10,2,2115,2221
3379479210541,1861,NW,DCA,MEM,10,10,2,1117,1224,175,NW,MEM,BTR,10,10,2,2115,2221
2788262064782,553,NW,DCA,MEM,10,10,2,1150,1304,175,NW,MEM,BTR,10,10,2,2115,2221
6159749244991,283,NW,DTW,MEM,10,10,2,1157,1305,175,NW,MEM,BTR,10,10,2,2115,2221
4704881569270,1794,NW,PHX,MEM,10,10,2,1216,1710,175,NW,MEM,BTR,10,10,2,2115,2221
5036744275331,452,NW,MSP,MEM,10,10,2,1217,1431,175,NW,MEM,BTR,10,10,2,2115,2221
3098572748655,150,NW,MSP,MEM,10,10,2,1333,1531,175,NW,MEM,BTR,10,10,2,2115,2221
9300119406433,1294,NW,LIT,MEM,10,10,2,1444,1530,175,NW,MEM,BTR,10,10,2,2115,2221
7476237503123,857,NW,DCA,MEM,10,10,2,1452,1559,175,NW,MEM,BTR,10,10,2,2115,2221
1470254152132,1165,NW,PHL,MEM,10,10,2,1739,1918,175,NW,MEM,BTR,10,10,2,2115,2221
9696565220186,958,NW,BNA,MEM,10,10,2,1811,1907,175,NW,MEM,BTR,10,10,2,2115,2221
6231888820891,297,NW,DTW,MEM,10,10,2,1834,1926,175,NW,MEM,BTR,10,10,2,2115,2221
5291445117606,827,NW,ATL,MEM,10,10,2,1928,1938,175,NW,MEM,BTR,10,10,2,2115,2221
8926929900719,952,NW,MSY,MEM,10,10,2,608,725,175,NW,MEM,BTR,10,10,2,2115,2221
7466978207279,1168,NW,SAT,MEM,10,10,2,620,749,175,NW,MEM,BTR,10,10,2,2115,2221
9344533668492,1082,NW,HOU,MEM,10,10,2,629,744,175,NW,MEM,BTR,10,10,2,2115,2221
3630697170323,448,NW,MSP,MEM,10,10,2,641,848,175,NW,MEM,BTR,10,10,2,2115,2221
5354528939568,1521,NW,PHL,MEM,10,10,2,654,832,175,NW,MEM,BTR,10,10,2,2115,2221
4143659164139,1160,NW,MCI,MEM,10,10,2,711,842,175,NW,MEM,BTR,10,10,2,2115,2221
4441427755750,1087,NW,SDF,MEM,10,10,2,757,803,175,NW,MEM,BTR,10,10,2,2115,2221
8076545193372,811,NW,ATL,MEM,10,10,2,956,1002,175,NW,MEM,BTR,10,10,2,2115,2221
1745749556765,475,NW,ORD,MEM,10,10,2,1006,1135,175,NW,MEM,BTR,10,10,2,2115,2221
1795613456422,295,NW,DTW,MEM,10,10,2,1019,1103,175,NW,MEM,BTR,10,10,2,2115,2221
9392250997514,956,NW,MSP,MEM,10,10,2,1119,1313,175,NW,MEM,BTR,10,10,2,2115,2221
3538514022318,881,NW,TPA,MEM,10,10,2,1215,1258,175,NW,MEM,BTR,10,10,2,2115,2221
4071504915716,817,NW,ATL,MEM,10,10,2,1354,1401,175,NW,MEM,BTR,10,10,2,2115,2221
6221623382793,1800,NW,PHX,MEM,10,10,2,1434,1919,175,NW,MEM,BTR,10,10,2,2115,2221
3571640428980,1163,NW,MSY,MEM,10,10,2,1541,1650,175,NW,MEM,BTR,10,10,2,2115,2221
5482018693658,459,NW,MSP,MEM,10,10,2,1636,1847,175,NW,MEM,BTR,10,10,2,2115,2221
8899337166269,1865,NW,DCA,MEM,10,10,2,1714,1828,175,NW,MEM,BTR,10,10,2,2115,2221
2802971638226,551,NW,BOS,MEM,10,10,2,557,749,175,NW,MEM,BTR,10,10,2,2115,2221
5923984201179,635,NW,LGA,MEM,10,10,2,606,747,175,NW,MEM,BTR,10,10,2,2115,2221
4267539572597,289,NW,DTW,MEM,10,10,2,626,718,175,NW,MEM,BTR,10,10,2,2115,2221
8961350841566,984,NW,SEA,MEM,10,10,2,649,1240,175,NW,MEM,BTR,10,10,2,2115,2221
3379429339862,1795,NW,DCA,MEM,10,10,2,657,808,175,NW,MEM,BTR,10,10,2,2115,2221
7801543543048,1799,NW,DCA,MEM,10,10,2,701,808,175,NW,MEM,BTR,10,10,2,2115,2221
9304970423834,819,NW,ATL,MEM,10,10,2,749,831,175,NW,MEM,BTR,10,10,2,2115,2221
6160001432861,871,NW,TYS,MEM,10,10,2,753,807,175,NW,MEM,BTR,10,10,2,2115,2221
3895954597787,1419,NW,BNA,MEM,10,10,2,1218,1310,175,NW,MEM,BTR,10,10,2,2115,2221
3085944783114,1817,NW,JAX,MEM,10,10,2,1845,1934,175,NW,MEM,BTR,10,10,2,2115,2221
2271459391218,959,NW,MCO,MEM,10,10,2,1846,1945,175,NW,MEM,BTR,10,10,2,2115,2221
7668474473143,827,NW,ATL,MEM,10,10,2,1854,1859,175,NW,MEM,BTR,10,10,2,2115,2221
9138736440984,791,NW,EWR,MEM,10,10,2,557,723,175,NW,MEM,BTR,10,10,2,2115,2221
2521476391428,179,NW,BNA,MEM,10,10,2,609,709,175,NW,MEM,BTR,10,10,2,2115,2221
1462240158508,957,NW,MCO,MEM,10,10,2,625,740,175,NW,MEM,BTR,10,10,2,2115,2221
4784133832846,1944,NW,CMH,MEM,10,10,2,735,810,175,NW,MEM,BTR,10,10,2,2115,2221
5505947964683,630,NW,OKC,MEM,10,10,2,738,847,175,NW,MEM,BTR,10,10,2,2115,2221
4995927564975,949,NW,MKE,MEM,10,10,2,1059,1243,175,NW,MEM,BTR,10,10,2,2115,2221
4665131814581,1545,NW,DFW,MEM,10,10,2,1144,1302,175,NW,MEM,BTR,10,10,2,2115,2221
4028580335760,1091,NW,PHL,MEM,10,10,2,1147,1335,175,NW,MEM,BTR,10,10,2,2115,2221
6551981173299,177,NW,MCO,MEM,10,10,2,1245,1359,175,NW,MEM,BTR,10,10,2,2115,2221
7923095901325,817,NW,ATL,MEM,10,10,2,1305,1338,175,NW,MEM,BTR,10,10,2,2115,2221
4659459103846,262,NW,SFO,MEM,10,10,2,1340,1929,175,NW,MEM,BTR,10,10,2,2115,2221
2322933351552,1773,NW,IND,MEM,10,10,2,1445,1606,175,NW,MEM,BTR,10,10,2,2115,2221
1226220149366,1567,NW,IND,MEM,10,10,2,1750,1808,175,NW,MEM,BTR,10,10,2,2115,2221
5243951878179,835,NW,IND,MEM,10,10,2,1759,1909,175,NW,MEM,BTR,10,10,2,2115,2221
3983540872985,1569,NW,LIT,MEM,10,10,2,1814,1901,175,NW,MEM,BTR,10,10,2,2115,2221
4013131347189,376,NW,MSP,MEM,10,10,2,1845,2047,175,NW,MEM,BTR,10,10,2,2115,2221
1298599347859,1416,NW,TYS,MEM,10,10,2,1858,1911,175,NW,MEM,BTR,10,10,2,2115,2221
7092951719301,870,NW,ICT,MEM,10,10,2,600,712,175,NW,MEM,BTR,10,10,2,2115,2221
7324970406155,865,NW,OKC,MEM,10,10,2,624,743,175,NW,MEM,BTR,10,10,2,2115,2221
2632892210462,1420,NW,IND,MEM,10,10,2,653,806,175,NW,MEM,BTR,10,10,2,2115,2221
7979810452170,1514,NW,GRR,MEM,10,10,2,746,839,175,NW,MEM,BTR,10,10,2,2115,2221
2094396824649,865,NW,BOS,MEM,10,10,2,1105,1308,175,NW,MEM,BTR,10,10,2,2115,2221
2986865485403,1033,NW,VPS,MEM,10,10,2,1117,1227,175,NW,MEM,BTR,10,10,2,2115,2221
5682596241826,453,NW,MSP,MEM,10,10,2,1117,1308,175,NW,MEM,BTR,10,10,2,2115,2221
2648540301357,1086,NW,HOU,MEM,10,10,2,1123,1243,175,NW,MEM,BTR,10,10,2,2115,2221
4894364713258,293,NW,DTW,MEM,10,10,2,1219,1320,175,NW,MEM,BTR,10,10,2,2115,2221
3815559952245,1718,NW,LIT,MEM,10,10,2,1222,1303,175,NW,MEM,BTR,10,10,2,2115,2221
8592988453971,1869,NW,BHM,MEM,10,10,2,1608,1713,175,NW,MEM,BTR,10,10,2,2115,2221
8447076416648,821,NW,ATL,MEM,10,10,2,1617,1631,175,NW,MEM,BTR,10,10,2,2115,2221
7896579530162,888,NW,BNA,MEM,10,10,2,1623,1734,175,NW,MEM,BTR,10,10,2,2115,2221
9407497820690,1164,NW,MCI,MEM,10,10,2,1658,1823,175,NW,MEM,BTR,10,10,2,2115,2221
8877654479775,934,NW,LIT,MEM,10,10,2,1857,1939,175,NW,MEM,BTR,10,10,2,2115,2221
1633358687550,447,NW,MSP,MEM,10,10,2,602,757,175,NW,MEM,BTR,10,10,2,2115,2221
5033441289148,1588,NW,IAH,MEM,10,10,2,626,755,175,NW,MEM,BTR,10,10,2,2115,2221
4234275351633,1601,NW,RDU,MEM,10,10,2,705,802,175,NW,MEM,BTR,10,10,2,2115,2221
8813305499248,661,NW,JAX,MEM,10,10,2,717,757,175,NW,MEM,BTR,10,10,2,2115,2221
5093174153231,1164,NW,SAT,MEM,10,10,2,1120,1257,175,NW,MEM,BTR,10,10,2,2115,2221
5655165420443,449,NW,LIT,MEM,10,10,2,1133,1241,175,NW,MEM,BTR,10,10,2,2115,2221
2757064257895,298,NW,BHM,MEM,10,10,2,1147,1233,175,NW,MEM,BTR,10,10,2,2115,2221
9266412094198,293,NW,DTW,MEM,10,10,2,1206,1253,175,NW,MEM,BTR,10,10,2,2115,2221
9098488285200,524,NW,LAS,MEM,10,10,2,1226,1743,175,NW,MEM,BTR,10,10,2,2115,2221
6038391671446,477,NW,ORD,MEM,10,10,2,1424,1553,175,NW,MEM,BTR,10,10,2,2115,2221
3756164857389,867,NW,OKC,MEM,10,10,2,1440,1602,175,NW,MEM,BTR,10,10,2,2115,2221
8508691250931,944,NW,IAH,MEM,10,10,2,1441,1559,175,NW,MEM,BTR,10,10,2,2115,2221
5135752015096,317,NW,DTW,MEM,10,10,2,1516,1605,175,NW,MEM,BTR,10,10,2,2115,2221
3489573917207,1941,NW,VPS,MEM,10,10,2,1648,1823,175,NW,MEM,BTR,10,10,2,2115,2221
1978175038580,826,NW,ICT,MEM,10,10,2,1741,1902,175,NW,MEM,BTR,10,10,2,2115,2221
5810128659565,552,NW,LAX,MEM,10,10,2,137,704,175,NW,MEM,BTR,10,10,2,2115,2221
5199202297503,630,NW,DFW,MEM,10,10,2,625,751,175,NW,MEM,BTR,10,10,2,2115,2221
3547982625170,954,NW,OMA,MEM,10,10,2,638,819,175,NW,MEM,BTR,10,10,2,2115,2221
1357771724293,1563,NW,LIT,MEM,10,10,2,712,749,175,NW,MEM,BTR,10,10,2,2115,2221
5822177612630,1603,NW,RDU,MEM,10,10,2,1109,1206,175,NW,MEM,BTR,10,10,2,2115,2221
6904246768104,880,NW,ORD,MEM,10,10,2,1118,1253,175,NW,MEM,BTR,10,10,2,2115,2221
2155993124471,28,NW,SFO,MEM,10,10,2,1258,1908,175,NW,MEM,BTR,10,10,2,2115,2221
9392287721446,1866,NW,CMH,MEM,10,10,2,1326,1407,175,NW,MEM,BTR,10,10,2,2115,2221
8487733374359,544,NW,LAX,MEM,10,10,2,1355,1916,175,NW,MEM,BTR,10,10,2,2115,2221
